parent_taxon_id,taxon_id,rank_level,leaf_class_id,name
47752,54412,10,913,Polystichum acrostichoides
47752,335810,10,1560,Polystichum vestitum
870758,52672,20,,Dryopteris
52672,82564,10,143,Dryopteris carthusiana
52672,82568,10,144,Dryopteris intermedia
52672,76721,10,670,Dryopteris filix-mas
52672,52671,10,813,Dryopteris arguta
52672,54410,10,1292,Dryopteris marginalis
961001,52679,30,,Polypodiaceae
52679,332943,27,,Microsoroideae
332943,64059,20,,Microsorum
64059,64060,10,1692,Microsorum pustulatum
64060,468894,5,421,Microsorum pustulatum pustulatum
64059,370536,10,726,Microsorum scandens
52679,332945,27,,Polypodioideae
332945,84021,20,,Pleopeltis
84021,782079,10,455,Pleopeltis polypodioides
332945,52680,20,,Polypodium
52680,64288,10,719,Polypodium scouleri
52680,54411,10,1293,Polypodium virginianum
52680,55104,10,1492,Polypodium glycyrrhiza
52680,127079,10,1797,Polypodium vulgare
52680,57216,10,1981,Polypodium californicum
52679,332942,27,,Platycerioideae
332942,142587,20,,Pyrrosia
142587,210959,10,1034,Pyrrosia eleagnifolia
47754,332930,30,,Athyriaceae
332930,52670,20,,Athyrium
52670,52669,10,103,Athyrium filix-femina
47754,332916,30,,Cystopteridaceae
332916,58756,20,,Cystopteris
58756,82559,10,142,Cystopteris bulbifera
58756,58755,10,297,Cystopteris fragilis
332916,63054,20,,Gymnocarpium
63054,82572,10,146,Gymnocarpium dryopteris
47754,56184,30,,Thelypteridaceae
56184,867528,27,,Thelypteridoideae
867528,56185,20,,Thelypteris
56185,82569,10,145,Thelypteris palustris
867528,137238,20,,Pneumatopteris
137238,405033,10,1333,Pneumatopteris pennigera
867528,122074,20,,Parathelypteris
122074,122069,10,1871,Parathelypteris noveboracensis
56184,867485,27,,Phegopteridoideae
867485,122084,20,,Phegopteris
122084,122081,10,771,Phegopteris hexagonoptera
122084,122082,10,1876,Phegopteris connectilis
47754,64686,30,,Onocleaceae
64686,82575,20,,Matteuccia
82575,82574,10,147,Matteuccia struthiopteris
64686,82577,20,,Onoclea
82577,82576,10,149,Onoclea sensibilis
47754,48434,30,,Blechnaceae
48434,52686,20,,Woodwardia
52686,118731,10,557,Woodwardia areolata
52686,52685,10,818,Woodwardia fimbriata
48434,48433,20,,Blechnum
48433,400025,10,901,Blechnum procerum
48433,323506,10,975,Blechnum chambersii
48433,218501,10,1367,Blechnum penna-marina
48433,400028,10,1721,Blechnum filiforme
48433,335839,10,2092,Blechnum novae-zelandiae
48434,489052,20,,Struthiopteris
489052,774894,10,1520,Struthiopteris spicant
48434,700994,20,,Cranfillia
700994,700995,10,1824,Cranfillia fluviatilis
48434,379091,20,,Lomaria
379091,403546,10,1840,Lomaria discolor
47754,52682,30,,Dennstaedtiaceae
52682,142361,20,,Paesia
142361,404468,10,690,Paesia scaberula
52682,272819,20,,Histiopteris
272819,282481,10,949,Histiopteris incisa
52682,52683,20,,Pteridium
52683,52681,10,1178,Pteridium aquilinum
52683,194768,10,1581,Pteridium esculentum
52682,63114,20,,Dennstaedtia
63114,63115,10,1452,Dennstaedtia punctilobula
47754,332917,30,,Diplaziopsidaceae
332917,332923,20,,Homalosorus
332923,332924,10,1286,Homalosorus pycnocarpos
764796,332901,40,,Osmundales
332901,63059,30,,Osmundaceae
63059,63060,20,,Osmunda
63060,82303,10,72,Osmunda regalis
63060,1002684,10,1044,Osmunda spectabilis
63060,63058,10,1438,Osmunda claytoniana
63059,142515,20,,Leptopteris
142515,137415,10,1307,Leptopteris hymenophylloides
142515,338507,10,1928,Leptopteris superba
63059,204140,20,,Osmundastrum
204140,204165,10,1909,Osmundastrum cinnamomeum
764796,332906,40,,Cyatheales
332906,64675,30,,Cyatheaceae
64675,132631,20,,Cyathea
132631,131669,10,136,Cyathea dealbata
132631,333797,10,1518,Cyathea medullaris
332906,64674,30,,Dicksoniaceae
64674,125929,20,,Dicksonia
125929,125927,10,688,Dicksonia squarrosa
764796,332902,40,,Hymenophyllales
332902,60444,30,,Hymenophyllaceae
60444,868611,27,,Hymenophylloideae
868611,60445,20,,Hymenophyllum
60445,340707,10,138,Hymenophyllum dilatatum
60445,340730,10,1194,Hymenophyllum nephrophyllum
60445,402614,10,1378,Hymenophyllum demissum
764796,332904,40,,Schizaeales
332904,64684,30,,Lygodiaceae
64684,82573,20,,Lygodium
82573,164985,10,254,Lygodium japonicum
764796,332903,40,,Gleicheniales
332903,52493,30,,Gleicheniaceae
52493,52494,20,,Dicranopteris
52494,52492,10,755,Dicranopteris linearis
121943,764795,47,,Ophioglossidae
764795,55328,40,,Ophioglossales
55328,55329,30,,Ophioglossaceae
55329,701154,27,,Botrychioideae
701154,851026,20,,Sceptridium
851026,122085,10,140,Sceptridium dissectum
851026,78990,10,1780,Sceptridium multifidum
701154,72017,20,,Botrypus
72017,75855,10,464,Botrypus virginianus
121943,764793,47,,Equisetidae
764793,47748,40,,Equisetales
47748,47747,30,,Equisetaceae
47747,47746,20,,Equisetum
47746,52673,10,815,Equisetum hyemale
47746,52724,10,832,Equisetum arvense
47746,118537,10,912,Equisetum sylvaticum
47746,162373,10,1696,Equisetum scirpoides
47746,57030,10,2007,Equisetum telmateia
57030,57032,5,2008,Equisetum telmateia braunii
211194,136329,50,,Pinopsida
136329,47375,40,,Pinales
47375,47562,30,,Pinaceae
47562,55571,20,,Larix
55571,58721,10,17,Larix laricina
55571,59747,10,1549,Larix decidua
47562,47561,20,,Pinus
47561,790732,15,,Pinus
790732,790770,13,,Trifoliae
790770,49396,10,51,Pinus echinata
790770,58724,10,288,Pinus banksiana
790770,58772,10,299,Pinus sabiniana
790770,53421,10,1060,Pinus radiata
790770,53464,10,1076,Pinus rigida
790770,48934,10,2035,Pinus contorta
48934,54131,4,1226,Pinus contorta murrayana
48934,80130,4,1529,Pinus contorta contorta
790770,48463,10,1347,Pinus jeffreyi
790770,67330,10,1711,Pinus coulteri
790770,59921,10,1843,Pinus taeda
790770,48461,10,1895,Pinus ponderosa
790770,81901,10,2097,Pinus palustris
790732,790771,13,,Pinus
790771,58722,10,286,Pinus sylvestris
790771,52383,10,739,Pinus resinosa
790771,135727,10,1828,Pinus mugo
47561,790730,15,,Strobus
790730,790765,13,,Quinquefoliae
790765,68084,10,555,Pinus monticola
790765,52391,10,741,Pinus strobus
790765,64040,10,1878,Pinus lambertiana
790730,790763,13,,Parrya
790763,57892,10,746,Pinus monophylla
47562,63573,20,,Picea
63573,119092,10,393,Picea pungens
63573,117326,10,579,Picea glauca
63573,84296,10,1512,Picea mariana
63573,63567,10,1548,Picea abies
63573,121931,10,1831,Picea rubens
63573,68131,10,1870,Picea sitchensis
47562,54262,20,,Abies
54262,68087,10,556,Abies concolor
54262,54261,10,1254,Abies balsamea
54262,63690,10,1580,Abies grandis
47562,48257,20,,Pseudotsuga
48257,48256,10,1855,Pseudotsuga menziesii
48256,63910,4,1632,Pseudotsuga menziesii menziesii
47562,48255,20,,Tsuga
48255,68089,10,1810,Tsuga mertensiana
48255,48254,10,1854,Tsuga heterophylla
48255,48734,10,1971,Tsuga canadensis
47375,47374,30,,Cupressaceae
47374,1150918,27,,Taxodioideae
1150918,49667,20,,Taxodium
49667,49665,10,110,Taxodium mucronatum
49667,49666,10,694,Taxodium distichum
47374,1150915,27,,Cupressoideae
1150915,47574,20,,Juniperus
47574,701533,13,,Sabina
701533,57889,10,120,Juniperus californica
701533,49399,10,315,Juniperus virginiana
701533,77600,10,916,Juniperus osteosperma
701533,135927,10,1521,Juniperus ashei
701533,77599,10,1799,Juniperus grandis
701533,121924,10,1829,Juniperus deppeana
47574,701535,13,,Juniperus
701535,58725,10,289,Juniperus communis
1150915,69757,20,,Chamaecyparis
69757,69756,10,175,Chamaecyparis thyoides
1150915,49292,20,,Cupressus
49292,322545,10,689,Cupressus macrocarpa
1150915,48253,20,,Thuja
48253,54037,10,1204,Thuja occidentalis
48253,48252,10,1853,Thuja plicata
1150915,53727,20,,Calocedrus
53727,53723,10,1965,Calocedrus decurrens
47374,1150916,27,,Sequoioideae
1150916,59531,20,,Sequoiadendron
59531,59567,10,1268,Sequoiadendron giganteum
1150916,47373,20,,Sequoia
47373,47372,10,1595,Sequoia sempervirens
47375,70279,30,,Podocarpaceae
70279,85276,20,,Prumnopitys
85276,135506,10,442,Prumnopitys taxifolia
85276,85272,10,759,Prumnopitys ferruginea
70279,85284,20,,Podocarpus
85284,135702,10,718,Podocarpus nivalis
85284,85275,10,761,Podocarpus totara
70279,52386,20,,Dacrydium
52386,52382,10,738,Dacrydium cupressinum
70279,70270,20,,Dacrycarpus
70270,52390,10,740,Dacrycarpus dacrydioides
70279,54691,20,,Phyllocladus
54691,447042,10,1704,Phyllocladus alpinus
47375,49382,30,,Araucariaceae
49382,121719,20,,Agathis
121719,121718,10,1147,Agathis australis
47375,47556,30,,Taxaceae
47556,47555,20,,Taxus
47555,55209,10,1509,Taxus brevifolia
47555,129509,10,1661,Taxus canadensis
47555,47553,10,1967,Taxus baccata
211194,47623,50,,Lycopodiopsida
47623,47622,40,,Lycopodiales
47622,47621,30,,Lycopodiaceae
47621,764772,27,,Huperzioideae
764772,49144,20,,Huperzia
49144,82407,10,99,Huperzia lucidula
764772,180575,20,,Phlegmariurus
180575,402570,10,262,Phlegmariurus varius
47621,764774,27,,Lycopodioideae
764774,199978,20,,Dendrolycopodium
199978,204198,10,1166,Dendrolycopodium obscurum
764774,47620,20,,Lycopodium
47620,77914,10,1267,Lycopodium clavatum
47620,366749,10,1572,Lycopodium volubile
764774,82392,20,,Diphasiastrum
82392,122100,10,1879,Diphasiastrum digitatum
764774,204142,20,,Spinulum
204142,204168,10,1910,Spinulum annotinum
47621,764773,27,,Lycopodielloideae
764773,62316,20,,Lycopodiella
62316,67941,10,1552,Lycopodiella cernua
47623,58769,40,,Selaginellales
58769,58770,30,,Selaginellaceae
58770,58771,20,,Selaginella
58771,58768,10,298,Selaginella bigelovii
211194,151882,50,,Ginkgoopsida
151882,64353,40,,Ginkgoales
64353,64354,30,,Ginkgoaceae
64354,64355,20,,Ginkgo
64355,64350,10,1785,Ginkgo biloba
47126,57774,60,,Rhodophyta
57774,57775,50,,Florideophyceae
57775,123650,40,,Palmariales
123650,123651,30,,Palmariaceae
123651,123648,20,,Halosaccion
123648,123649,10,183,Halosaccion glandiforme
57775,67673,40,,Gigartinales
67673,71119,30,,Gigartinaceae
71119,117813,20,,Chondracanthus
117813,127153,10,245,Chondracanthus exasperatus
47126,50863,60,,Chlorophyta
50863,51429,50,,Ulvophyceae
51429,50865,40,,Bryopsidales
50865,50866,30,,Codiaceae
50866,50862,20,,Codium
50862,67555,10,439,Codium fragile
51429,51430,40,,Cladophorales
51430,51431,30,,Cladophoraceae
51431,53707,20,,Cladophora
53707,117775,10,695,Cladophora columbiana
51429,54642,40,,Ulvales
54642,54643,30,,Ulvaceae
54643,54644,20,,Ulva
54644,67423,10,711,Ulva lactuca
47126,311249,60,,Bryophyta
311249,48372,50,,Bryopsida
48372,67858,40,,Hypnales
67858,71051,30,,Hylocomiaceae
71051,122556,20,,Hylocomium
122556,122555,10,501,Hylocomium splendens
67858,55324,30,,Leucodontaceae
55324,55335,20,,Dendroalsia
55335,55340,10,686,Dendroalsia abietina
67858,67869,30,,Thuidiaceae
67869,127056,20,,Thuidium
127056,169738,10,1484,Thuidium delicatulum
67858,67859,30,,Brachytheciaceae
67859,67948,20,,Kindbergia
67948,120909,10,1547,Kindbergia oregana
48372,67877,40,,Dicranales
67877,1032312,30,,Leucobryaceae
1032312,122659,20,,Leucobryum
122659,122658,10,2034,Leucobryum glaucum
311249,785240,50,,Polytrichopsida
785240,1122192,40,,Polytrichales
1122192,55333,30,,Polytrichaceae
55333,67912,20,,Polytrichum
67912,68286,10,613,Polytrichum juniperinum
47126,64615,60,,Marchantiophyta
64615,152080,50,,Marchantiopsida
152080,152698,40,,Lunulariales
152698,55702,30,,Lunulariaceae
55702,55701,20,,Lunularia
55701,55703,10,1628,Lunularia cruciata
152080,152699,40,,Marchantiales
152699,56402,30,,Conocephalaceae
56402,56403,20,,Conocephalum
56403,481941,10,1834,Conocephalum conicum
152699,55708,30,,Marchantiaceae
55708,56394,20,,Marchantia
56394,56406,10,1836,Marchantia polymorpha
,-2,70,551,Malus ×domestica
