parent_taxon_id,taxon_id,rank_level,leaf_class_id,name
72056,133333,10,1228,Cissus trifoliata
50279,85462,20,,Ampelopsis
85462,119959,10,1299,Ampelopsis arborea
85462,204237,10,,Ampelopsis glandulosa
204237,457553,4,1735,Ampelopsis glandulosa brevipedunculata
47124,50898,40,,Magnoliales
50898,53581,30,,Magnoliaceae
53581,82096,20,,Magnolia
82096,83074,10,259,Magnolia grandiflora
53581,53580,20,,Liriodendron
53580,53582,10,1097,Liriodendron tulipifera
50898,50899,30,,Annonaceae
50899,50900,20,,Asimina
50900,50897,10,381,Asimina triloba
47124,47540,40,,Celastrales
47540,47539,30,,Celastraceae
47539,47538,20,,Euonymus
47538,83150,10,268,Euonymus americanus
47538,117433,10,609,Euonymus alatus
47538,55847,10,1684,Euonymus europaeus
47538,130893,10,1754,Euonymus fortunei
47539,943269,25,,Parnassieae
943269,61837,20,,Parnassia
61837,78352,10,301,Parnassia palustris
47539,64539,20,,Celastrus
64539,64538,10,1191,Celastrus scandens
64539,64540,10,1821,Celastrus orbiculatus
47124,47690,40,,Geraniales
47690,47689,30,,Geraniaceae
47689,72281,20,,Pelargonium
72281,181543,9,276,Pelargonium × hortorum
47689,47701,20,,Geranium
47701,964896,15,,Geranium
964896,964919,13,,Geranium
964919,58917,10,338,Geranium carolinianum
964896,964911,13,,Dissecta
964911,53075,10,937,Geranium dissectum
47701,77260,10,817,Geranium richardsonii
47701,964902,15,,Robertium
964902,964904,13,,Batrachioidea
964904,53076,10,938,Geranium molle
964902,964908,13,,Ruberta
964908,55925,10,2003,Geranium robertianum
47701,77264,10,1189,Geranium viscosissimum
47701,47699,10,1795,Geranium maculatum
47689,47688,20,,Erodium
47688,77057,10,838,Erodium texanum
47688,47687,10,1697,Erodium cicutarium
47688,57090,10,2028,Erodium botrys
47688,57092,10,2029,Erodium moschatum
47124,68220,40,,Zygophyllales
68220,68207,30,,Zygophyllaceae
68207,783666,27,,Larreoideae
783666,68199,20,,Larrea
68199,68205,10,592,Larrea tridentata
68207,783670,27,,Tribuloideae
783670,64278,20,,Tribulus
64278,64238,10,1749,Tribulus terrestris
68220,58457,30,,Krameriaceae
58457,58458,20,,Krameria
58458,126890,10,1949,Krameria lanceolata
47124,71280,40,,Crossosomatales
71280,71424,30,,Staphyleaceae
71424,72372,20,,Staphylea
72372,126169,10,758,Staphylea trifolia
47124,153070,40,,Ceratophyllales
153070,60998,30,,Ceratophyllaceae
60998,60999,20,,Ceratophyllum
60999,60997,10,858,Ceratophyllum demersum
47124,71277,40,,Buxales
71277,50318,30,,Buxaceae
50318,50319,20,,Pachysandra
50319,142928,10,861,Pachysandra terminalis
47124,53400,40,,Garryales
53400,53401,30,,Garryaceae
53401,53402,20,,Garrya
53402,53399,10,1054,Garrya elliptica
47124,71057,40,,Canellales
71057,71058,30,,Winteraceae
71058,71059,20,,Pseudowintera
71059,71054,10,1371,Pseudowintera colorata
47125,47163,50,,Liliopsida
47163,49146,40,,Commelinales
49146,52601,30,,Pontederiaceae
52601,52602,20,,Pontederia
52602,962636,15,,Oshunae
962636,962637,10,10,Pontederia crassipes
52602,962644,15,,Pontederia
962644,52599,10,788,Pontederia cordata
49146,49147,30,,Commelinaceae
49147,155809,20,,Tinantia
155809,155806,10,30,Tinantia anomala
49147,52893,20,,Commelina
52893,52927,10,897,Commelina communis
52893,53478,10,1079,Commelina erecta
49147,49145,20,,Tradescantia
49145,130991,10,1010,Tradescantia virginiana
49145,79382,10,1415,Tradescantia fluminensis
49145,79383,10,1416,Tradescantia ohiensis
49145,169872,10,1506,Tradescantia pallida
47163,47329,40,,Liliales
47329,47328,30,,Liliaceae
47328,859158,27,,Calochortoideae
859158,47327,20,,Calochortus
47327,57392,10,11,Calochortus tiburonensis
47327,58361,10,228,Calochortus splendens
47327,83078,10,261,Calochortus nuttallii
47327,50840,10,364,Calochortus tolmiei
47327,51077,10,411,Calochortus luteus
47327,51315,10,475,Calochortus albus
47327,75943,10,485,Calochortus plummerae
47327,53902,10,1171,Calochortus venustus
47327,52542,10,1240,Calochortus leichtlinii
47327,47326,10,1584,Calochortus pulchellus
47327,51054,10,1662,Calochortus umbellatus
47327,59446,10,1919,Calochortus amabilis
47328,859160,27,,Lilioideae
859160,859161,25,,Lilieae
859161,50619,20,,Fritillaria
50619,50618,10,309,Fritillaria affinis
859161,48241,20,,Erythronium
48241,59520,10,478,Erythronium oregonum
48241,48240,10,604,Erythronium americanum
48241,60496,10,715,Erythronium grandiflorum
48241,55629,10,1608,Erythronium albidum
859161,48928,20,,Lilium
48928,223671,10,539,Lilium michiganense
48928,85008,10,696,Lilium superbum
48928,85027,10,704,Lilium martagon
48928,61253,10,931,Lilium philadelphicum
48928,77744,10,973,Lilium columbianum
48928,59575,10,1280,Lilium humboldtii
48928,59584,10,1288,Lilium parvum
48928,57129,10,2036,Lilium pardalinum
48928,57131,10,2037,Lilium canadense
859160,859162,25,,Medeoleae
859162,51648,20,,Clintonia
51648,51647,10,543,Clintonia andrewsiana
51648,76401,10,594,Clintonia uniflora
51648,53794,10,1152,Clintonia borealis
859162,54925,20,,Medeola
54925,54924,10,1453,Medeola virginiana
47328,859159,27,,Streptopoideae
859159,51072,20,,Prosartes
51072,51071,10,752,Prosartes hookeri
859159,72380,20,,Streptopus
72380,79273,10,1375,Streptopus amplexifolius
72380,127916,10,1408,Streptopus lanceolatus
859159,48989,20,,Scoliopus
48989,48990,10,2053,Scoliopus bigelovii
47329,49464,30,,Melanthiaceae
49464,858331,25,,Melanthieae
858331,49650,20,,Toxicoscordion
49650,49649,10,102,Toxicoscordion fremontii
858331,60502,20,,Veratrum
60502,60500,10,717,Veratrum californicum
60502,79484,10,1449,Veratrum viride
49464,858333,25,,Parideae
858333,49465,20,,Trillium
49465,1024476,15,,Sessilium
1024476,123634,10,177,Trillium cuneatum
1024476,116339,10,351,Trillium sessile
1024476,50823,10,357,Trillium chloropetalum
1024476,126334,10,790,Trillium recurvatum
49465,50855,10,372,Trillium erectum
49465,51435,10,505,Trillium undulatum
49465,49463,10,595,Trillium ovatum
49465,169984,10,1524,Trillium cernuum
49465,55402,10,1556,Trillium grandiflorum
858333,123668,20,,Paris
123668,123666,10,186,Paris quadrifolia
49464,858332,25,,Xerophylleae
858332,59525,20,,Xerophyllum
59525,59524,10,480,Xerophyllum tenax
47329,67773,30,,Colchicaceae
67773,67774,20,,Uvularia
67774,67772,10,491,Uvularia sessilifolia
67774,170095,10,1127,Uvularia perfoliata
67774,126749,10,1327,Uvularia grandiflora
67773,131587,20,,Colchicum
131587,131586,10,716,Colchicum autumnale
47329,60747,30,,Smilacaceae
60747,60748,20,,Smilax
60748,128943,10,697,Smilax tamnoides
60748,60746,10,979,Smilax rotundifolia
60748,125677,10,1488,Smilax bona-nox
60748,911078,13,,Nemexia
911078,154524,10,1954,Smilax herbacea
47329,366745,30,,Ripogonaceae
366745,366741,20,,Ripogonum
366741,366731,10,1567,Ripogonum scandens
47163,47162,40,,Poales
47162,47434,30,,Poaceae
47434,326013,27,,Panicoideae
326013,325977,25,,Paniceae
325977,1138117,24,,Cenchrinae
1138117,72039,20,,Cenchrus
72039,199408,10,24,Cenchrus ciliaris
72039,430581,10,1778,Cenchrus setaceus
325977,1138121,24,,Panicinae
1138121,60301,20,,Panicum
60301,125727,10,632,Panicum virgatum
325977,1138116,24,,Boivinellinae
1138116,58374,20,,Echinochloa
58374,60283,10,656,Echinochloa crus-galli
325977,1138119,24,,Melinidinae
1138119,72233,20,,Melinis
72233,77987,10,1056,Melinis repens
326013,635417,25,,Andropogoneae
635417,1138113,24,,Sorghinae
1138113,58388,20,,Sorghum
58388,58387,10,237,Sorghum halepense
1138113,122611,20,,Sorghastrum
122611,122608,10,2023,Sorghastrum nutans
635417,1138097,24,,Andropogoninae
1138097,71966,20,,Andropogon
71966,75432,10,373,Andropogon glomeratus
71966,121968,10,1847,Andropogon gerardi
1138097,118748,20,,Schizachyrium
118748,122603,10,2020,Schizachyrium scoparium
635417,1138103,24,,Anthistiriinae
1138103,72016,20,,Bothriochloa
72016,75842,10,460,Bothriochloa ischaemum
72016,75843,10,1114,Bothriochloa laguroides
635417,1138114,24,,Tripsacinae
1138114,126564,20,,Tripsacum
126564,126563,10,869,Tripsacum dactyloides
1138114,48449,20,,Zea
48449,48448,10,953,Zea mays
635417,1138112,24,,Saccharinae
1138112,116670,20,,Microstegium
116670,116710,10,1410,Microstegium vimineum
326013,956879,25,,Chasmanthieae
956879,84365,20,,Chasmanthium
84365,84364,10,531,Chasmanthium latifolium
326013,956888,25,,Paspaleae
956888,1138125,24,,Paspalinae
1138125,60304,20,,Paspalum
60304,60295,10,659,Paspalum dilatatum
47434,514989,27,,Pooideae
514989,552962,25,,Poeae
552962,1138128,24,,Agrostidinae
1138128,57200,20,,Polypogon
57200,57197,10,75,Polypogon monspeliensis
1138128,61056,20,,Ammophila
61056,61055,10,882,Ammophila arenaria
61056,130755,10,2004,Ammophila breviligulata
552962,1138131,24,,Anthoxanthinae
1138131,71973,20,,Anthoxanthum
71973,75475,10,382,Anthoxanthum odoratum
552962,1138132,24,,Aveninae
1138132,61069,20,,Lagurus
61069,61068,10,666,Lagurus ovatus
1138132,52697,20,,Avena
52697,52698,10,823,Avena fatua
552962,1138144,24,,Phalaridinae
1138144,57189,20,,Phalaris
57189,63337,10,730,Phalaris arundinacea
57189,57188,10,1837,Phalaris aquatica
552962,1138137,24,,Dactylidinae
1138137,52721,20,,Dactylis
52721,52720,10,830,Dactylis glomerata
552962,1138139,24,,Holcinae
1138139,52794,20,,Holcus
52794,52793,10,854,Holcus lanatus
552962,1138140,24,,Loliinae
1138140,52800,20,,Lolium
52800,52801,10,857,Lolium perenne
552962,1138145,24,,Poinae
1138145,52809,20,,Poa
52809,52808,10,1377,Poa annua
1138145,57193,20,,Phleum
57193,57190,10,2056,Phleum pratense
552962,1138136,24,,Cynosurinae
1138136,47696,20,,Cynosurus
47696,47695,10,1702,Cynosurus echinatus
552962,1138133,24,,Brizinae
1138133,57160,20,,Briza
57160,57157,10,2044,Briza maxima
57160,57162,10,2047,Briza minor
514989,602023,25,,Bromeae
602023,52701,20,,Bromus
52701,1089683,13,,Genea
1089683,58369,10,233,Bromus tectorum
1089683,52702,10,824,Bromus diandrus
52701,1089681,13,,Bromus
1089681,52703,10,825,Bromus hordeaceus
514989,715836,25,,Stipeae
715836,52806,20,,Nassella
52806,165659,10,391,Nassella pulchra
715836,58367,20,,Achnatherum
58367,117413,10,606,Achnatherum hymenoides
514989,709543,25,,Triticeae
709543,1138150,24,,Hordeinae
1138150,52797,20,,Hordeum
52797,60287,10,657,Hordeum jubatum
52797,52796,10,856,Hordeum murinum
1138150,52792,20,,Elymus
52792,129000,10,1519,Elymus canadensis
52792,126873,10,1916,Elymus virginicus
52792,81594,10,2000,Elymus hystrix
47434,975051,27,,Chloridoideae
975051,975052,25,,Cynodonteae
975052,1136764,24,,Monanthochloinae
1136764,58373,20,,Distichlis
58373,58372,10,234,Distichlis spicata
975052,1136753,24,,Boutelouinae
1136753,71258,20,,Bouteloua
71258,288038,10,275,Bouteloua dactyloides
71258,75858,10,466,Bouteloua curtipendula
71258,71257,10,1441,Bouteloua gracilis
975052,1136767,24,,Pappophorinae
1136767,72413,20,,Tridens
72413,120403,10,1439,Tridens flavus
975052,1136759,24,,Eleusininae
1136759,58375,20,,Cynodon
58375,58371,10,1530,Cynodon dactylon
975051,1136706,25,,Eragrostideae
1136706,1136776,24,,Unioliinae
1136776,126304,20,,Uniola
126304,126303,10,779,Uniola paniculata
975051,1136703,25,,Zoysieae
1136703,1136777,24,,Sporobolinae
1136777,51826,20,,Sporobolus
51826,772984,10,1474,Sporobolus michauxianus
47434,897782,27,,Danthonioideae
897782,373845,25,,Danthonieae
373845,52715,20,,Cortaderia
52715,52714,10,827,Cortaderia jubata
52715,64240,10,1750,Cortaderia selloana
47434,773413,27,,Arundinoideae
773413,773415,25,,Molinieae
773415,64276,20,,Phragmites
64276,64237,10,872,Phragmites australis
773413,773348,25,,Arundineae
773348,64027,20,,Arundo
64027,64017,10,1674,Arundo donax
47434,201656,27,,Bambusoideae
201656,489559,25,,Arundinarieae
489559,121748,20,,Arundinaria
121748,121747,10,1796,Arundinaria gigantea
47162,47161,30,,Cyperaceae
47161,873509,27,,Cyperoideae
873509,924136,25,,Cariceae
924136,48571,20,,Carex
48571,1120852,15,,Carex
1120852,633464,13,,Lupulinae
633464,82311,10,74,Carex lupulina
633464,128095,10,1282,Carex intumescens
633464,128078,10,1655,Carex grayi
1120852,633075,13,,Acrocystis
633075,127326,10,454,Carex pensylvanica
1120852,633212,13,,Phacocystis
633212,61000,10,860,Carex obnupta
1120852,633339,13,,Careyanae
633339,121268,10,1691,Carex plantaginea
873509,924234,25,,Cypereae
924234,141164,20,,Ficinia
141164,410141,10,119,Ficinia spiralis
924234,52734,20,,Cyperus
52734,59055,10,451,Cyperus eragrostis
52734,76584,10,633,Cyperus esculentus
873509,924257,25,,Rhynchosporeae
924257,57863,20,,Rhynchospora
57863,132685,10,340,Rhynchospora colorata
873509,873533,25,,Fuireneae
873533,47160,20,,Schoenoplectus
47160,78998,10,1213,Schoenoplectus tabernaemontani
873509,924269,25,,Scirpeae
924269,49371,20,,Scirpus
49371,79002,10,1301,Scirpus cyperinus
47162,49570,30,,Bromeliaceae
49570,785848,27,,Tillandsioideae
785848,49571,20,,Tillandsia
49571,956348,15,,Diaphoranthema
956348,49569,10,81,Tillandsia usneoides
956348,84002,10,1073,Tillandsia recurvata
49571,68593,10,423,Tillandsia fasciculata
47162,48694,30,,Typhaceae
48694,48686,20,,Typha
48686,58392,10,560,Typha domingensis
48686,60316,10,664,Typha angustifolia
48686,341639,10,1451,Typha orientalis
48686,48685,10,1961,Typha latifolia
47162,52642,30,,Juncaceae
52642,52643,20,,Juncus
52643,56153,10,1784,Juncus effusus
47163,47218,40,,Asparagales
47218,47217,30,,Orchidaceae
47217,211065,27,,Cypripedioideae
211065,47589,20,,Cypripedium
47589,904145,13,,Cypripedium
904145,904146,12,,Cypripedium
904146,50713,10,1888,Cypripedium parviflorum
50713,131214,4,29,Cypripedium parviflorum pubescens
47589,904117,13,,Obtusipetala
904117,51434,10,1365,Cypripedium reginae
47589,904149,13,,Acaulia
904149,47588,10,1660,Cypripedium acaule
47217,738347,27,,Vandoideae
738347,738357,25,,Vandeae
738357,790405,24,,Agrostophyllinae
790405,378919,20,,Earina
378919,401599,10,42,Earina autumnalis
378919,401597,10,251,Earina mucronata
47217,738348,27,,Orchidoideae
738348,790399,25,,Orchideae
790399,790400,24,,Orchidinae
790400,48983,20,,Dactylorhiza
48983,57630,10,56,Dactylorhiza fuchsii
790400,131611,20,,Gymnadenia
131611,131610,10,118,Gymnadenia conopsea
790400,59316,20,,Orchis
59316,132621,10,331,Orchis mascula
59316,59321,10,429,Orchis purpurea
790400,59319,20,,Anacamptis
59319,59318,10,428,Anacamptis morio
59319,83085,10,1779,Anacamptis pyramidalis
790400,51433,20,,Galearis
51433,51432,10,503,Galearis spectabilis
790400,60838,20,,Neotinea
60838,60837,10,804,Neotinea ustulata
790399,48031,20,,Platanthera
48031,78623,10,395,Platanthera dilatata
78623,81271,4,1906,Platanthera dilatata leucostachys
48031,167016,10,721,Platanthera ciliaris
48031,48030,10,1798,Platanthera psycodes
738348,544791,25,,Cranichideae
544791,788256,24,,Spiranthinae
788256,50741,20,,Spiranthes
50741,50743,10,282,Spiranthes romanzoffiana
50741,931407,11,,Spiranthes cernua
931407,773385,10,1440,Spiranthes cernua
788256,179773,20,,Dichromanthus
179773,179772,10,1964,Dichromanthus cinnabarinus
544791,790290,24,,Goodyerinae
790290,50718,20,,Goodyera
50718,50719,10,336,Goodyera oblongifolia
50718,62406,10,1244,Goodyera pubescens
738348,752416,25,,Diurideae
752416,796665,24,,Prasophyllinae
796665,354029,20,,Microtis
354029,353958,10,371,Microtis unifolia
47217,738346,27,,Epidendroideae
738346,790377,25,,Calypsoeae
790377,49445,20,,Corallorhiza
49445,49444,10,58,Corallorhiza mertensiana
49445,49475,10,62,Corallorhiza maculata
49445,50708,10,332,Corallorhiza striata
790377,123189,20,,Aplectrum
123189,123188,10,60,Aplectrum hyemale
790377,47216,20,,Calypso
47216,47215,10,162,Calypso bulbosa
47215,57724,4,69,Calypso bulbosa occidentalis
790377,121491,20,,Tipularia
121491,121490,10,1718,Tipularia discolor
738346,790382,25,,Arethuseae
790382,790384,24,,Arethusinae
790384,82579,20,,Calopogon
82579,82578,10,150,Calopogon tuberosus
790384,117505,20,,Arundina
117505,117504,10,625,Arundina graminifolia
738346,790406,25,,Neottieae
790406,790407,24,,Limodorinae
790407,50716,20,,Epipactis
50716,1153255,13,,Epipactis
1153255,1153261,12,,Epipactis
1153261,50717,10,335,Epipactis helleborine
50716,50715,10,1898,Epipactis gigantea
738346,546957,25,,Epidendreae
546957,601907,24,,Laeliinae
601907,54889,20,,Prosthechea
54889,283895,10,1931,Prosthechea cochleata
47217,738349,27,,Vanilloideae
738349,790403,25,,Pogonieae
790403,53040,20,,Pogonia
53040,53039,10,922,Pogonia ophioglossoides
47218,47781,30,,Iridaceae
47781,790617,27,,Iridoideae
790617,790633,25,,Irideae
790633,47780,20,,Iris
47780,57730,10,73,Iris missouriensis
47780,82812,10,205,Iris cristata
47780,50854,10,440,Iris douglasiana
47780,64331,10,1775,Iris foetidissima
47780,48726,10,1969,Iris versicolor
47780,47779,10,2088,Iris pseudacorus
790617,790634,25,,Tigridieae
790634,157664,20,,Herbertia
157664,163683,10,79,Herbertia lahue
790634,143322,20,,Nemastylis
143322,165669,10,600,Nemastylis geminiflora
790634,146596,20,,Tigridia
146596,146593,10,1861,Tigridia pavonia
790617,790635,25,,Sisyrinchieae
790635,49917,20,,Sisyrinchium
49917,49916,10,180,Sisyrinchium angustifolium
49917,49918,10,181,Sisyrinchium bellum
49917,127372,10,518,Sisyrinchium montanum
47781,559804,27,,Crocoideae
559804,790624,25,,Freesieae
790624,61186,20,,Crocosmia
61186,181465,9,271,Crocosmia × crocosmiiflora
559804,790625,25,,Croceae
790625,50844,20,,Sparaxis
50844,50843,10,366,Sparaxis tricolor
790625,59939,20,,Romulea
59939,68896,10,762,Romulea rosea
47218,71445,30,,Asteliaceae
71445,143926,20,,Astelia
143926,197058,10,91,Astelia fragrans
47218,71400,30,,Asphodelaceae
71400,476088,27,,Hemerocallidoideae
476088,51756,20,,Phormium
51756,51754,10,214,Phormium tenax
51756,129178,10,1571,Phormium cookianum
476088,82826,20,,Hemerocallis
82826,126583,10,878,Hemerocallis fulva
71400,465618,27,,Asphodeloideae
465618,71991,20,,Asphodelus
71991,75606,10,691,Asphodelus fistulosus
465618,56036,20,,Kniphofia
56036,56035,10,1747,Kniphofia uvaria
465618,71956,20,,Aloe
71956,126882,10,1932,Aloe vera
47218,47599,30,,Asparagaceae
47599,507998,27,,Scilloideae
507998,56138,20,,Ornithogalum
56138,1125873,11,,Ornithogalum umbellatum sensu lato
1125873,56137,10,216,Ornithogalum umbellatum
507998,50921,20,,Muscari
50921,1097919,11,,Muscari neglectum sensu lato
1097919,68846,10,749,Muscari neglectum
507998,56095,20,,Hyacinthoides
56095,56132,10,1772,Hyacinthoides non-scripta
507998,49149,20,,Scilla
49149,862704,10,1989,Scilla siberica
47599,508722,27,,Nolinoideae
508722,82908,20,,Ruscus
82908,82904,10,219,Ruscus aculeatus
508722,50249,20,,Maianthemum
50249,51062,10,409,Maianthemum racemosum
50249,67748,10,484,Maianthemum canadense
50249,53268,10,1006,Maianthemum stellatum
50249,63939,10,1644,Maianthemum dilatatum
508722,51056,20,,Polygonatum
51056,85327,10,776,Polygonatum biflorum
508722,48210,20,,Convallaria
48210,48206,10,1833,Convallaria majalis
47599,508839,27,,Brodiaeoideae
508839,58358,20,,Bloomeria
58358,58357,10,226,Bloomeria crocea
508839,50653,20,,Dichelostemma
50653,50654,10,322,Dichelostemma capitatum
50653,56593,10,871,Dichelostemma congestum
508839,51086,20,,Triteleia
51086,57132,10,389,Triteleia hyacinthina
51086,51085,10,414,Triteleia laxa
51086,52153,10,673,Triteleia ixioides
508839,51753,20,,Brodiaea
51753,51752,10,572,Brodiaea elegans
508839,146590,20,,Milla
146590,146589,10,1860,Milla biflora
47599,194780,27,,Agavoideae
194780,58363,20,,Hesperoyucca
58363,58362,10,229,Hesperoyucca whipplei
194780,50822,20,,Agave
50822,83105,10,266,Agave lechuguilla
50822,64103,10,2089,Agave americana
194780,62219,20,,Camassia
62219,67793,10,498,Camassia scilloides
62219,62220,10,1200,Camassia quamash
194780,47787,20,,Yucca
47787,170393,10,561,Yucca rupicola
47787,68400,10,635,Yucca schidigera
47787,290831,10,1004,Yucca filifera
47787,170383,10,1626,Yucca arkansana
47787,170387,10,1627,Yucca elata
47787,170398,10,1640,Yucca treculeana
47787,47785,10,1728,Yucca brevifolia
47787,47788,10,1730,Yucca baccata
47787,81605,10,2006,Yucca filamentosa
194780,47598,20,,Chlorogalum
47598,47597,10,1663,Chlorogalum pomeridianum
47599,508840,27,,Asparagoideae
508840,60271,20,,Asparagus
60271,60265,10,654,Asparagus officinalis
47599,475455,27,,Lomandroideae
475455,50192,20,,Cordyline
50192,70227,10,1541,Cordyline indivisa
50192,50191,10,2094,Cordyline australis
47218,55849,30,,Amaryllidaceae
55849,924654,27,,Amaryllidoideae
924654,924785,25,,Hippeastreae
924785,924789,24,,Zephyranthinae
924789,120027,20,,Zephyranthes
120027,554401,10,312,Zephyranthes chlorosolen
120027,120026,10,1281,Zephyranthes drummondii
924654,924776,25,,Galantheae
924776,51607,20,,Galanthus
51607,51606,10,533,Galanthus nivalis
924654,924713,25,,Amaryllideae
924713,924715,24,,Amaryllidinae
924715,61828,20,,Amaryllis
61828,61827,10,1108,Amaryllis belladonna
924654,924796,25,,Pancratieae
924796,70004,20,,Pancratium
70004,78334,10,1139,Pancratium maritimum
924654,924793,25,,Lycorideae
924793,156818,20,,Lycoris
156818,164975,10,1601,Lycoris radiata
924654,924794,25,,Narcisseae
924794,53597,20,,Narcissus
53597,993245,15,,Narcissus
993245,993292,13,,Pseudonarcissi
993292,55848,10,1685,Narcissus pseudonarcissus
55849,924653,27,,Allioideae
924653,924696,25,,Allieae
924696,47357,20,,Allium
47357,899553,15,,Amerallium
899553,1080331,13,,Caulorhizideum
1080331,75370,10,348,Allium validum
899553,1080332,13,,Lophioprason
1080332,116364,10,359,Allium cernuum
899553,1080325,13,,Amerallium
1080325,126641,10,893,Allium canadense
1080325,128731,10,1472,Allium drummondii
899553,1080328,13,,Briseis
1080328,55505,10,1582,Allium triquetrum
899553,1080326,13,,Arctoprasum
1080326,56152,10,1783,Allium ursinum
47357,899552,15,,Allium
899552,1080313,13,,Allium
1080313,75371,10,349,Allium vineale
47357,899554,15,,Anguinum
899554,55634,10,1976,Allium tricoccum
924653,924656,25,,Gilliesieae
924656,924671,24,,Leucocoryninae
924671,61775,20,,Nothoscordum
61775,125462,10,564,Nothoscordum bivalve
47218,71542,30,,Hypoxidaceae
71542,81798,20,,Hypoxis
81798,81797,10,2066,Hypoxis hirsuta
47163,48866,40,,Arecales
48866,48867,30,,Arecaceae
48867,475433,27,,Coryphoideae
475433,785813,25,,Sabaleae
785813,81805,20,,Sabal
81805,123481,10,137,Sabal palmetto
81805,81804,10,2069,Sabal minor
475433,785799,25,,Trachycarpeae
785799,83103,20,,Serenoa
83103,83102,10,265,Serenoa repens
785799,50185,20,,Washingtonia
50185,79521,10,1457,Washingtonia robusta
50185,50184,10,1539,Washingtonia filifera
475433,785812,25,,Phoeniceae
785812,72295,20,,Phoenix
72295,78554,10,1186,Phoenix canariensis
48867,154972,27,,Arecoideae
154972,85283,20,,Rhopalostylis
85283,85274,10,760,Rhopalostylis sapida
154972,544534,25,,Cocoseae
544534,48868,20,,Cocos
48868,48865,10,2017,Cocos nucifera
47163,48073,40,,Alismatales
48073,59109,30,,Potamogetonaceae
59109,59110,20,,Potamogeton
59110,59108,10,386,Potamogeton nodosus
48073,48536,30,,Araceae
48536,467650,27,,Aroideae
467650,937788,25,,Areae
937788,51609,20,,Arum
51609,61168,10,420,Arum italicum
51609,61318,10,955,Arum maculatum
467650,959079,25,,Calleae
959079,60461,20,,Calla
60461,60460,10,706,Calla palustris
467650,71938,20,,Peltandra
71938,78387,10,1155,Peltandra virginica
467650,937802,25,,Pistieae
937802,72302,20,,Pistia
72302,78589,10,1195,Pistia stratiotes
467650,937792,25,,Arisaemateae
937792,50311,20,,Arisaema
50311,84261,10,1473,Arisaema dracontium
50311,50310,10,1764,Arisaema triphyllum
467650,56009,20,,Zantedeschia
56009,56006,10,1736,Zantedeschia aethiopica
467650,937796,25,,Colocasieae
937796,122839,20,,Colocasia
122839,122835,10,2024,Colocasia esculenta
48536,706195,27,,Orontioideae
706195,48533,20,,Symplocarpus
48533,48961,10,964,Symplocarpus foetidus
706195,48729,20,,Lysichiton
48729,48537,10,1917,Lysichiton americanus
48536,502646,27,,Lemnoideae
502646,54519,20,,Lemna
54519,54518,10,1929,Lemna minor
48536,869675,27,,Monsteroideae
869675,122522,20,,Monstera
122522,122521,10,1990,Monstera deliciosa
48073,48072,30,,Alismataceae
48072,60254,20,,Alisma
60254,60253,10,651,Alisma plantago-aquatica
60254,61167,10,1629,Alisma triviale
60254,130756,10,2005,Alisma subcordatum
48072,48071,20,,Sagittaria
48071,48070,10,1809,Sagittaria latifolia
48073,60463,30,,Butomaceae
60463,60464,20,,Butomus
60464,60462,10,707,Butomus umbellatus
48073,52615,30,,Zosteraceae
52615,52616,20,,Zostera
52616,52614,10,795,Zostera marina
47163,48318,40,,Zingiberales
48318,52496,30,,Zingiberaceae
52496,52497,20,,Hedychium
52497,52495,10,756,Hedychium gardnerianum
48318,52343,30,,Cannaceae
52343,127280,20,,Canna
127280,146643,10,1175,Canna indica
48318,48317,30,,Strelitziaceae
48317,48316,20,,Strelitzia
48316,49143,10,2100,Strelitzia reginae
47163,62488,40,,Pandanales
62488,70024,30,,Pandanaceae
70024,122526,20,,Freycinetia
122526,401924,10,799,Freycinetia banksii
47163,51878,40,,Dioscoreales
51878,71501,30,,Dioscoreaceae
71501,82692,20,,Dioscorea
82692,129324,10,1602,Dioscorea villosa
211194,121943,50,,Polypodiopsida
121943,764796,47,,Polypodiidae
764796,47754,40,,Polypodiales
47754,64662,30,,Aspleniaceae
64662,71992,20,,Asplenium
71992,122909,10,6,Asplenium bulbiferum
71992,197042,10,86,Asplenium flaccidum
71992,82558,10,141,Asplenium rhizophyllum
71992,75609,10,403,Asplenium trichomanes
71992,158794,10,541,Asplenium polyodon
71992,84954,10,684,Asplenium ruta-muraria
71992,323489,10,965,Asplenium flabellifolium
71992,210944,10,1000,Asplenium oblongifolium
71992,122056,10,1868,Asplenium platyneuron
47754,48437,30,,Pteridaceae
48437,545701,27,,Cheilanthoideae
545701,57232,20,,Pellaea
57232,57231,10,53,Pellaea andromedifolia
57232,82811,10,1326,Pellaea atropurpurea
57232,57236,10,2070,Pellaea mucronata
545701,52677,20,,Pentagramma
52677,52676,10,816,Pentagramma triangularis
545701,58759,20,,Aspidotis
58759,63868,10,1616,Aspidotis densa
48437,545735,27,,Vittarioideae
545735,48436,20,,Adiantum
48436,52667,10,812,Adiantum aleuticum
48436,63916,10,1669,Adiantum capillus-veneris
48436,56032,10,1744,Adiantum jordanii
48436,48435,10,1891,Adiantum pedatum
48437,545727,27,,Pteridoideae
545727,51827,20,,Pteris
51827,78778,10,1242,Pteris tremula
47754,961001,37,,Polypodiineae
961001,47753,30,,Dryopteridaceae
47753,870758,27,,Dryopteridoideae
870758,47752,20,,Polystichum
47752,47751,10,84,Polystichum munitum
47752,405163,10,891,Polystichum oculatum
